SID,TELEFONO,TIPO_TEL,FECHA_ACT
6250,3335383960,CASA,2024-05-06
6251,3375986662,Celular,2024-05-16
6251,3381410349,Casa,2024-05-06
6252,5568365985,Celular,2024-04-01
6253,5551200298,Celular,2024-04-01
6254,5587102325,Celular,2024-06-24
6254,5578671985,Casa,2024-01-08
6255,5522377896,Celular,2025-01-14
6256,5650995085,Celular,2025-01-25
6257,5566406793,Celular,2024-05-22
6258,5590282121,Celular,2024-09-16
6259,5582128432,Celular,2024-01-29
6259,5546411444,Casa,2024-10-21
6260,5577655119,Celular,2024-02-21
6261,5589502902,Celular,2024-05-07
6262,5675264868,Celular,2024-09-13
6263,4483742174,Celular,2024-01-06
6263,4427313999,Casa,2024-03-12
6264,3334317958,Celular,2024-04-26
6265,5622177837,Celular,2024-04-16
6265,5681468664,Casa,2024-11-25
6266,5682358981,Celular,2024-08-06
6267,4466300678,Celular,2024-09-23
6267,4478228000,Casa,2024-06-09
6268,5619229156,Celular,2024-09-15
6269,(55) 87635381,Celular,2025-01-29
6270,8182197518,Celular,2024-10-21
6271,5573773477,Celular,2024-11-04
6272,5652579523,Celular,2024-06-28
6273,5592172935,Celular,2024-05-29
6274,4469971096,Celular,2024-08-02
6274,4437335334,Casa,2024-02-20
6275,8194198006,Celular,2024-02-20
6275,8194050690,Casa,2024-10-12
6276,8180893085,Celular,2024-02-25
6277,5537937598,Celular,2024-09-22
6277,5531064586,Casa,2024-10-24
6278,5644615741,Celular,2024-03-26
6279,5670030912,Celular,2024-05-11
6279,5688566099,Casa,2024-05-23
6280,5569038369,Celular,2024-09-26
6280,5541329637,Casa,2024-12-15
6281,3386395056,Celular,2024-10-25
6282,8162080705,Celular,2024-02-16
6283,5532170851,Celular,2024-09-17
6284,5590233434,Celular,2024-07-21
6284,5530081252,Casa,2024-01-08
6285,4481580629,Celular,2024-12-26
6285,4464508477,Casa,2024-04-03
6286,5559128995,Celular,2024-09-10
6286,5544465226,Casa,2024-07-31
6287,5610679203,Celular,2025-01-14
6287,5661937197,Casa,2024-10-11
6288,5682005976,Celular,2025-01-01
6289,5552528009,Celular,2024-02-25
6290,2283591571,Celular,2024-12-28
6291,5569081300,Celular,2024-07-18
6292,5588065763,Celular,2024-04-27
6293,5584049942,Celular,2024-12-28
6294,5517587495,Celular,2024-02-07
6295,5681091792,Celular,2025-01-09
6295,5662537528,Casa,2024-12-17
6296,5593159068,Celular,2024-03-05
6296,5599880906,Casa,2024-09-11
6297,5515603268,Celular,2024-04-02
6297,5594752265,Casa,2024-06-21
6298,5532731894,Celular,2024-07-11
6299,005686404467,Celular,2024-10-21
6300,5513581340,Celular,2024-05-24
6300,5536429939,Casa,2024-11-16
6301,4428211983,Celular,2024-08-21
6301,4450505542,Casa,2024-04-01
6302,4457620175,Celular,2024-06-04
6303,8127167828,Celular,2024-05-03
6303,8133570810,Casa,2024-02-23
6304,5515117659,Celular,2024-03-29
6304,5515779476,Casa,2024-06-03
6305,2250750056,Celular,2024-09-03
6306,3361002918,Celular,2024-01-25
6307,5640354796,Celular,2024-02-01
6307,5670777291,Casa,2024-09-22
6308,5524048656,Celular,2024-01-26
6309,3326460407,Celular,2024-01-25
6310,8133257743,Celular,2024-03-03
6310,8120520315,Casa,2024-10-17
6311,5576540101,Celular,2024-08-31
6312,2216464748,Celular,2024-02-14
6312,2212016446,Casa,2024-11-20
6313,3328596289,Celular,2024-03-31
6314,5620817971,Celular,2024-11-12
6314,5695857954,Casa,2024-01-16
6315,5579561998,Celular,2024-06-21
6316,2275618135,Celular,2024-08-02
6317,002298906244,Celular,2024-10-21
6318,5546326874,Celular,2024-05-16
6318,5521654710,Casa,2024-01-30
6319,2243743638,Celular,2024-07-23
6320,4447514967,Celular,2024-09-20
6320,4486480404,CASA,2024-02-02
6321,5682033337,Celular,2024-11-10
6322,3312178841,Celular,2024-05-20
6323,5526420522,Celular,2024-04-19
6324,8146519587,Celular,2024-05-30
6325,3372167524,Celular,2024-07-18
6326,5686672376,Celular,2024-02-05
6327,5565134460,Celular,2024-11-27
6327,5555291424,Casa,2024-08-04
6328,5642582520,Celular,2024-03-25
6328,5677857008,Casa,2024-02-08
6329,5558719637,Celular,2024-08-08
6330,5541654468,Celular,2024-09-10
6331,5556455649,Celular,2024-02-25
6332,5528674092,Celular,2024-06-17
6333,5527700973,Celular,2024-07-24
6334,5686226078,Celular,2024-03-23
6335,5596306148,Celular,2024-01-01
6336,5570022781,Celular,2024-04-10
6337,5535329794,Celular,2024-01-14
6338,2220045359,Celular,2024-02-29
6339,5530237561,Celular,2024-11-29
6340,8153502464,Celular,2024-11-17
6340,8185911155,Casa,2024-11-08
6341,4466075847,Celular,2024-08-12
6341,4463863417,Casa,2024-05-02
6342,4482331822,Celular,2024-11-17
6343,8166945853,Celular,2024-02-01
6343,8156699193,Casa,2024-03-26
6344,5583597266,Celular,2024-08-16
6344,5528723968,Casa,2024-10-14
6345,5510529687,Celular,2024-03-27
6346,5532864083,Celular,2024-09-12
6346,5552580028,Casa,2024-02-27
6347,5596864923,Celular,2024-03-25
6347,5542671892,Casa,2025-01-06
6348,5547558137,Celular,2024-03-30
6348,5554491965,Casa,2024-07-04
6349,2294407517,Celular,2024-07-05
6350,8153099738,Celular,2024-02-04
6350,8173003351,Casa,2025-01-10
6351,5557813199,Celular,2024-12-23
6351,5530718116,Casa,2025-01-28
6352,5513540443,Celular,2024-04-24
6352,5591551589,Casa,2024-02-04
6353,5523483561,Celular,2024-06-20
6353,5519937819,Casa,2024-03-26
6354,8196478043,Celular,2024-12-26
6355,8143900434,Celular,2024-04-18
6356,5582112455,Celular,2024-09-11
6357,5513044324,Celular,2024-03-03
6358,4482270199,Celular,2024-08-20
6359,3348169894,Celular,2024-03-22
6360,5591479237,Celular,2024-04-11
6361,2235927858,Celular,2025-01-23
6362,5524485835,Celular,2024-05-14
6363,8190609747,Celular,2024-06-04
6364,5674072337,Celular,2024-12-06
6365,3343451836,Celular,2024-10-24
6366,5532947616,Celular,2025-01-16
6367,5696793544,Celular,2024-10-24
6368,5566254364,Celular,2025-01-25
6369,3316687893,Celular,2024-08-15
6369,3353258951,Casa,2024-04-26
6370,5553962959,Celular,2024-06-21
6370,5536791045,Casa,2024-09-06
6371,2260967763,Celular,2024-04-19
6372,4497896889,Celular,2024-02-05
6373,5524440058,Celular,2025-01-06
6373,5578926225,Casa,2024-04-04
6374,5513064136,Celular,2024-07-07
6375,5578493816,Celular,2024-08-30
6376,3393106024,Celular,2024-08-17
6377,2249317417,Celular,2024-11-12
6377,2298474735,Casa,2025-01-29
6378,2215228776,Celular,2024-09-16
6379,5572468775,Celular,2024-05-21
6380,4494503166,Celular,2024-10-24
6380,4484740044,Casa,2024-03-10
6381,2265306467,Celular,2024-05-07
6381,2272204512,Casa,2024-07-08
6382,5557704939,Celular,2024-11-02
6383,5537589613,Celular,2024-07-18
6384,4411997384,Celular,2025-01-12
6384,4471404295,CASA,2024-09-19
6385,2219592983,Celular,2024-01-25
6386,,Celular,2024-01-04
6386,5567902905,Casa,2024-01-06
6387,5623722616,Celular,2024-12-24
6387,5681755954,Casa,2024-12-04
6388,8137456262,Celular,2024-03-20
6388,8117564599,Casa,2024-04-29
6389,2226330811,Celular,2024-07-06
6390,5578368429,Celular,2024-09-24
6390,5547420132,Casa,2024-09-24
6391,3355880564,Celular,2024-05-03
6392,5681941421,Celular,2024-05-05
6393,5563338621,Celular,2024-07-02
6393,5524392400,Casa,2024-11-10
6394,5545097414,Celular,2025-01-21
6395,55376618,Celular,2024-09-09
6396,22756321,Celular,2024-09-06
6397,5545230997,Celular,2024-02-28
6398,4436485453,Celular,2024-08-21
6399,5517547752,Celular,2024-04-17
6400,5560206820,Celular,2024-05-27
6401,5561876178,Celular,2024-01-22
6402,5671205637,Celular,2024-07-28
6402,5674955906,Casa,2024-10-05
6403,5649684729,Celular,2024-08-09
6404,005531565830,Celular,2024-02-16
6404,5529334146,Casa,2024-02-02
6405,2221565190,Celular,2024-03-17
6405,2216790042,Casa,2024-05-25
6406,5521999807,Celular,2024-10-08
6407,8160194278,Celular,2024-06-04
6407,8145180819,Casa,2024-02-19
6408,2270848023,Celular,2024-01-01
6409,5698547092,Celular,2024-07-04
6409,5634952747,Casa,2024-12-13
6410,5587725753,Celular,2024-05-22
6411,5644037589,Celular,2024-12-14
6412,8153947899,Celular,2024-07-05
6413,5522370392,Celular,2024-04-24
6414,8155050373,Celular,2024-10-29
6415,3334328343,Celular,2024-05-26
6415,3357656462,Casa,2024-03-06
6416,2282778040,Celular,2024-03-07
6417,3329211329,Celular,2024-06-24
6418,5669686012,Celular,2024-10-06
6419,2218125489,Celular,2024-05-07
6419,2249394619,Casa,2024-10-12
6420,5588399782,Celular,2024-11-12
6421,5647111512,Celular,2024-02-28
6421,5684203860,Casa,2024-10-21
6422,5574840150,Celular,2024-02-29
6423,5530797398,Celular,2024-02-26
6423,5511877472,Casa,2024-01-19
6424,,Celular,2024-12-14
6425,2278466813,Celular,2024-04-24
6426,3360146393,Celular,2024-03-09
6427,5571671148,Celular,2024-04-10
6428,5510165259,Celular,2024-12-01
6429,,Celular,2024-02-15
6429,5577113123,Casa,2024-03-18
6430,5648894234,Celular,2024-08-04
6431,5555750803,Celular,2024-02-03
6431,5534853690,Casa,2024-02-12
6432,5671302964,Celular,2024-10-13
6433,8179678703,Celular,2024-07-24
6434,4417538829,Celular,2024-01-24
6435,3333760608,Celular,2024-01-27
6436,5524476474,Celular,2024-12-01
6436,5544950514,Casa,2024-02-07
6437,5639375982,Celular,2025-01-12
6438,5523569906,Celular,2024-05-05
6439,8163543190,Celular,2024-10-07
6440,5549381253,Celular,2024-08-05
6441,3315235117,Celular,2024-04-30
6442,5576445449,Celular,2024-07-02
6443,3330871677,Celular,2024-12-31
6443,3356186503,Casa,2025-01-14
6444,5596553625,Celular,2024-11-08
6445,5532457765,Celular,2024-07-30
6446,2285594798,Celular,2024-05-13
6446,2229702708,Casa,2024-03-22
6447,8176360060,Celular,2024-04-10
6447,8194675402,Casa,2024-06-19
6448,5523071607,Celular,2024-08-25
6449,3356991286,Celular,2024-10-23
6450,4471378578,Celular,2024-02-29
6450,4458560606,Casa,2024-01-27
6451,5526168314,Celular,2024-11-02
6452,8148257069,Celular,2024-04-30
6452,8194368657,Casa,2024-07-16
6453,8174150653,Celular,2024-03-07
6454,2248648355,Celular,2024-11-28
6454,2246969946,Casa,2024-04-19
6455,2244340640,Celular,2024-12-21
6455,2296288658,Casa,2024-03-30
6456,2228556021,Celular,2025-01-14
6457,3382059635,Celular,2024-12-28
6458,8167842393,Celular,2024-07-08
6458,8191782573,Casa,2024-08-03
6459,8156194757,Celular,2024-04-24
6460,3395805429,Celular,2024-02-10
6460,3389871175,Casa,2024-04-23
6461,5526046135,Celular,2024-09-23
6461,5561963251,Casa,2024-11-07
6462,3391189885,Celular,2024-04-06
6462,3321428614,Casa,2024-07-28
6463,5567186599,Celular,2024-09-28
6464,5558256074,Celular,2024-02-13
6464,5538579363,Casa,2024-09-05
6465,5573596853,Celular,2024-04-23
6466,5537690296,Celular,2025-02-01
6466,5539681707,Casa,2024-07-01
6467,4441405487,Celular,2024-01-21
6468,8162417236,Celular,2024-01-12
6468,8187884354,Casa,2024-01-24
6469,5533541868,Celular,2024-01-31
6470,3389804755,Celular,2024-09-02
6470,3323964827,Casa,2024-08-13
6471,3381386742,Celular,2024-03-31
6471,3370883518,Casa,2024-07-29
6472,2245506497,Celular,2024-10-05
6472,2265197391,Casa,2024-02-09
6473,5558987778,Celular,2024-04-23
6473,5531653610,Casa,2024-03-01
6474,2260553994,Celular,2025-01-31
6475,4410382426,Celular,2024-04-28
6476,3353398427,Celular,2025-01-16
6476,3353343346,Casa,2024-03-18
6477,2217416494,Celular,2024-09-19
6477,2282475718,Fijo,2024-12-30
6478,5554784530,Celular,2024-04-27
6479,5589393281,Celular,2024-09-10
6480,5555215810,Celular,2024-06-05
6481,5627764818,Celular,2024-08-29
6482,8128012118,Celular,2024-04-08
6482,8120123163,Casa,2025-01-18
6483,5570137935,Celular,2024-11-20
6484,8118530480,Celular,2024-03-22
6485,5579877833,Celular,2025-01-03
6486,8137481653,Celular,2024-09-08
6487,5528401044,Celular,2024-01-20
6488,5539413285,Celular,2024-05-10
6488,5536639437,Casa,2024-03-06
6489,8122438447,Celular,2024-08-09
6490,8148932412,Celular,2024-11-06
6491,4431659874,Celular,2024-06-01
6491,4499483374,Casa,2024-07-18
6492,2243839878,Celular,2024-02-19
6492,2263162843,Casa,2024-08-31
6493,5580629870,Celular,2025-01-18
6493,5528500068,Casa,2024-09-11
6494,(56) 80344147,Celular,2024-03-19
6494,5686051883,Casa,2024-01-02
6495,8171833092,Celular,2024-01-07
6495,8136305698,Casa,2024-03-25
6496,4451785419,Celular,2024-04-29
6497,2277176819,Celular,2025-01-24
6498,3386989815,Celular,2024-12-08
6499,5676157500,Celular,2025-01-03
6500,4450427465,Celular,2024-05-27
6500,4493965136,Casa,2024-01-11
6501,5576288644,Celular,2024-10-02
6502,,Celular,2024-03-28
6503,4483867660,Celular,2024-02-12
6503,4494874422,Casa,2024-01-20
6504,5572761451,Celular,2024-05-12
6505,2271396560,Celular,2024-05-22
6506,4498302921,Celular,2024-05-11
6506,4450911388,Casa,2024-10-27
6507,4479218289,Celular,2024-03-12
6507,4444037190,Casa,2024-05-30
6508,8139761658,Celular,2024-01-12
6508,8145253307,Casa,2024-08-06
6509,2262396720,Celular,2024-06-04
6509,2220013791,Fijo,2024-03-07
6510,5674674553,Celular,2024-11-06
6510,5669140570,Casa,2024-05-10
6511,3325178846,Celular,2024-02-04
6511,3374015847,Casa,2024-07-12
6512,3310090387,Celular,2024-03-29
6513,2269143666,Celular,2024-05-02
6514,3332859613,Celular,2024-11-27
6515,55212056,Celular,2024-08-09
6516,5676772724,Celular,2024-10-27
6516,5695030798,Casa,2024-08-09
6517,5646130688,Celular,2024-05-02
6517,5681584990,Casa,2024-07-26
6518,3373181057,Celular,2024-02-26
6518,3314958737,casa,2024-08-05
6519,5535071124,Celular,2024-08-11
6519,5564095576,Casa,2024-01-11
6520,5595752030,Celular,2024-05-11
6520,5593606497,Casa,2024-04-26
6521,5583133254,Celular,2024-05-05
6521,5574285875,Casa,2024-09-27
6522,5529432243,Celular,2024-03-18
6523,5527901956,Celular,2024-08-24
6524,5568336302,Celular,2024-06-18
6525,4471651015,Celular,2024-02-06
6526,8178114192,Celular,2024-09-24
6527,2234001094,Celular,2024-07-20
6528,8137037731,Celular,2024-03-28
6529,5641799679,Celular,2024-10-19
6529,5695450374,Casa,2024-02-14
6530,4448604176,Celular,2024-06-23
6531,5584076169,Celular,2024-05-13
6532,4440334246,Celular,2024-05-13
6533,5531712088,Celular,2024-07-08
6534,3316244233,Celular,2024-08-21
6535,5537336334,Celular,2024-02-01
6536,5572138593,Celular,2024-07-18
6536,5512585811,Casa,2024-07-29
6537,5691854832,Celular,2024-04-10
6537,5631324687,Casa,2024-11-09
6538,5514973728,Celular,2025-01-09
6538,5558735053,Casa,2024-10-18
6539,5668990831,Celular,2024-04-07
6540,002262086907,Celular,2024-04-14
6541,2236029739,Celular,2024-05-08
6542,5591716202,Celular,2024-05-20
6542,5594802533,Casa,2024-06-14
6543,5583557595,Celular,2024-06-14
6543,5510070916,Casa,2024-12-29
6544,5529343215,Celular,2024-10-20
6545,5552738339,Celular,2024-09-19
6546,5572704356,Celular,2024-03-26
6546,5580483068,CASA,2024-10-15
6547,5573211949,Celular,2024-05-30
6548,5598277447,Celular,2024-10-26
6549,5553968016,Celular,2024-10-19
6549,5518837032,casa,2024-10-01
6550,8123216838,Celular,2024-05-02
6551,5527175180,Celular,2025-01-28
6552,3318040347,Celular,2024-04-08
6552,3334996150,Casa,2025-01-17
6553,8119378721,Celular,2024-01-19
6554,5546459247,Celular,2024-03-17
6554,5579262360,CASA,2024-02-19
6555,5571659979,Celular,2024-05-30
6556,5515712312,Celular,2025-01-18
6556,5567619063,Casa,2024-04-08
6557,5542645606,Celular,2024-05-23
6557,5563110553,Casa,2024-07-27
6558,3350019062,Celular,2024-12-20
6559,8144478895,Celular,2024-08-18
6560,8162343763,Celular,2024-02-11
6561,5576729649,Celular,2024-02-26
6562,5696946591,Celular,2024-02-29
6562,5660201634,Casa,2024-04-17
6563,2299999790,Celular,2024-09-19
6564,5614872700,Celular,2024-06-18
6565,5566967369,Celular,2024-03-22
6566,8131741856,Celular,2025-01-11
6567,2269269617,Celular,2024-08-15
6567,2268489548,Casa,2024-06-04
6568,3327750833,Celular,2024-01-29
6568,3336464405,Casa,2024-08-09
6569,5696550209,Celular,2024-03-28
6570,2247153006,Celular,2024-06-24
6571,5675284082,Celular,2024-07-17
6571,5660723913,Casa,2024-05-10
6572,3315412900,Celular,2024-09-23
6573,4430266338,Celular,2024-11-20
6574,2236275647,Celular,2024-06-04
6574,2210193885,Casa,2024-11-18
6575,8172215416,Celular,2024-08-24
6575,8125530625,Casa,2024-06-06
6576,5580625407,Celular,2024-05-13
6576,5550678355,Casa,2024-07-10
6577,5594687739,Celular,2024-01-07
6577,5586493218,Casa,2024-07-26
6578,5691854179,Celular,2024-07-17
6578,5670480128,Casa,2024-08-31
6579,3328869828,Celular,2024-05-25
6579,3352558989,Casa,2024-11-13
6580,3381520825,Celular,2024-08-20
6580,3371210368,Casa,2024-09-27
6581,5686128142,Celular,2024-06-13
6581,5693946703,Casa,2025-01-23
6582,5648944349,Celular,2024-02-20
6583,5662861344,Celular,2024-12-14
6584,5513692154,Celular,2024-08-13
6585,4492838883,Celular,2024-11-24
6586,5582569610,Celular,2024-12-08
6587,5570287149,Celular,2024-12-14
6587,5572193579,Casa,2024-07-03
6588,5563264719,Celular,2024-07-22
6589,5565488874,Celular,2024-08-29
6589,5532278319,Casa,2024-04-10
6590,8123537060,Celular,2024-09-09
6591,5568278428,Celular,2024-04-19
6591,5589496410,Casa,2024-04-28
6592,5574258505,Celular,2025-01-05
6592,5555082328,Casa,2024-09-10
6593,5543763049,Celular,2024-08-08
6593,5542609711,Casa,2024-06-06
6594,8162595819,Celular,2024-03-30
6594,8135051095,Casa,2025-01-17
6595,5517974955,Celular,2024-05-12
6595,5581563286,Casa,2024-06-10
6596,5581038314,Celular,2024-04-24
6597,8117351629,Celular,2024-09-13
6598,5541877344,Celular,2024-04-01
6599,5689462958,Celular,2024-09-02
6600,4468926175,Celular,2024-09-30
6601,4465833863,Celular,2024-04-24
6602,5514399682,Celular,2024-01-19
6602,5541636842,Casa,2024-08-23
6603,5693801486,Celular,2024-06-17
6603,5675757629,Casa,2024-05-05
6604,2212556414,Celular,2024-04-09
6604,2263744378,Casa,2024-09-06
6605,5510357523,Celular,2024-07-01
6606,5551855916,Celular,2024-04-23
6606,5595833523,Casa,2024-07-30
6607,5591965936,Celular,2024-02-20
6608,5554972003,Celular,2024-02-13
6608,5549426865,Casa,2024-07-23
6609,4434175477,Celular,2024-05-08
6609,4423515708,Casa,2024-11-10
6610,5589413393,Celular,2024-02-14
6610,5596545819,Casa,2024-06-14
6611,3379421504,Celular,2024-03-18
6611,3329623751,Casa,2024-11-12
6612,5524429673,Celular,2024-05-13
6612,5599064361,Casa,2024-11-25
6613,2289568589,Celular,2024-06-20
6614,5519917687,Celular,2024-05-19
6614,5592709973,Casa,2024-07-15
6615,5573120027,Celular,2024-09-29
6615,5544511497,Casa,2024-11-13
6616,5594455625,Celular,2024-09-17
6617,2243783240,Celular,2024-02-29
6618,5582569108,Celular,2024-09-08
6618,5577696016,Casa,2025-01-25
6619,4414810615,Celular,2024-08-28
6619,4474286439,Casa,2025-01-01
6620,003388719310,Celular,2024-04-21
6621,8156167334,Celular,2024-07-06
6622,8122824214,Celular,2024-05-08
6622,8183437797,Casa,2024-06-12
6623,5512939904,Celular,2024-05-21
6623,5513429916,Casa,2024-10-07
6624,2228374675,Celular,2024-09-28
6625,5584231003,Celular,2024-08-16
6626,5545002024,Celular,2024-09-24
6627,5527162495,Celular,2024-04-05
6627,5597154103,Casa,2024-06-08
6628,4452854382,Celular,2024-07-07
6628,4480656068,Casa,2024-12-02
6629,8146602085,Celular,2025-01-28
6629,8177283319,CASA,2024-07-10
6630,8113827558,Celular,2024-05-20
6630,8148101810,Casa,2024-05-11
6631,2297819527,Celular,2024-05-26
6631,2297433787,Casa,2025-01-30
6632,5566911023,Celular,2024-11-18
6633,5565273204,Celular,2025-01-11
6633,5579322874,Casa,2024-12-23
6634,5553386255,Celular,2024-04-09
6634,5585732785,Casa,2024-11-24
6635,3335246704,Celular,2024-05-03
6636,2221971875,Celular,2024-12-04
6636,2221274744,Casa,2024-08-26
6637,5610561099,Celular,2024-03-12
6637,5624244711,Casa,2024-08-05
6638,5657917171,Celular,2024-04-30
6639,4491330347,Celular,2024-08-01
6640,5599114379,Celular,2024-02-25
6641,5570337663,Celular,2024-03-22
6642,3372268567,Celular,2024-11-13
6643,5557733280,Celular,2024-06-06
6644,3340768749,Celular,2024-03-01
6644,3323759159,Casa,2024-03-17
6645,4441840785,Celular,2024-03-03
6645,4497421107,Casa,2024-05-02
6646,4423194050,Celular,2024-03-05
6647,5552232036,Celular,2024-08-05
6648,5585257024,Celular,2024-08-14
6649,5667837828,Celular,2025-01-09
6649,5698496817,Fijo,2024-03-03
6650,5621070901,Celular,2024-06-18
6651,5560553003,Celular,2024-08-27
6652,5560552395,Celular,2024-08-27
6652,5538697232,Casa,2024-02-02
6653,2237746634,Celular,2024-04-29
6654,5561983840,Celular,2024-02-25
6654,5533522791,Casa,2024-03-10
6655,4443112661,Celular,2024-03-09
6656,5537662427,Celular,2024-09-28
6657,5558487120,Celular,2024-05-06
6658,4434703039,Celular,2024-02-16
6659,5546927631,Celular,2024-12-31
6660,5558848316,Celular,2024-07-13
6661,5571997375,Celular,2024-09-15
6662,5522694293,Celular,2024-04-03
6663,4465503927,Celular,2024-01-30
6664,5572263317,Celular,2024-06-13
6664,5571489236,Casa,2024-10-24
6665,5541264978,Celular,2024-01-23
6665,5547997162,casa,2025-01-10
6666,5516235949,Celular,2024-06-04
6667,33885754,Celular,2024-11-03
6667,3316803221,Casa,2024-02-10
6668,3357332980,Celular,2024-07-14
6669,2228339892,Celular,2025-01-28
6669,2216506979,Casa,2024-03-11
6670,4446290548,Celular,2024-09-13
6671,5679324610,Celular,2024-12-25
6672,5593589810,Celular,2024-04-26
6673,5525624362,Celular,2024-02-10
6674,5621295367,Celular,2024-10-16
6675,3359173529,Celular,2024-07-26
6676,5650801847,Celular,2024-09-07
6677,4499852749,Celular,2025-01-02
6678,8168082965,Celular,2024-07-02
6678,8115467573,Casa,2024-03-19
6679,5664470042,Celular,2024-12-03
6679,5684815984,CASA,2024-09-01
6680,5513697497,Celular,2024-05-10
6681,2236090124,Celular,2024-01-02
6682,004449916690,Celular,2024-01-24
6683,2252988425,Celular,2025-01-02
6684,4492420867,Celular,2024-04-27
6685,2261691625,Celular,2024-12-12
6686,2293369323,Celular,2024-09-24
6686,2277231300,Casa,2024-04-03
6687,2273078730,Celular,2024-08-01
6688,4465857336,Celular,2024-09-08
6689,3375054145,Celular,2025-01-19
6690,5562265612,Celular,2024-12-11
6691,5680774811,Celular,2024-12-25
6691,5618953319,Casa,2024-07-07
6692,5594410647,Celular,2024-05-15
6693,,Celular,2024-01-18
6694,5516430998,Celular,2024-08-13
6695,2285908560,Celular,2024-05-13
6696,5517269262,Celular,2024-08-17
6697,5551993065,Celular,2024-08-29
6697,5548594783,Casa,2024-11-25
6698,5582226840,Celular,2024-06-23
6699,4480317202,Celular,2024-02-17
6699,4483374870,Casa,2024-10-27
6700,005526183248,Celular,2024-08-07
6701,5559981317,Celular,2024-01-14
6702,3330712891,Celular,2024-05-09
6703,5542368398,Celular,2024-08-02
6703,5526217457,Casa,2024-08-02
6704,5581557205,Celular,2024-01-14
6705,5697226877,Celular,2024-08-20
6705,5638210843,Fijo,2024-05-03
6706,5525630412,Celular,2024-08-18
6706,5559828801,Casa,2024-02-19
6707,8158300607,Celular,2024-01-09
6708,8183656006,Celular,2024-10-26
6708,8110656492,Casa,2024-02-08
6709,8172980555,Celular,2024-09-14
6710,,Celular,2024-11-27
6711,8189446577,Celular,2024-04-07
6712,5514023071,Celular,2024-12-24
6713,5525819476,Celular,2024-11-13
6713,5589170204,Casa,2024-07-30
6714,(33) 43272875,Celular,2024-12-10
6715,8129799650,Celular,2024-12-27
6716,3344322531,Celular,2024-07-15
6716,3347283908,Casa,2024-07-18
6717,5531572385,Celular,2024-07-16
6718,8155844787,Celular,2024-07-30
6719,5578920173,Celular,2024-05-08
6720,3384939231,Celular,2025-01-03
6720,3372323528,Casa,2024-10-28
6721,5523402981,Celular,2024-03-02
6722,5512798452,Celular,2025-01-16
6723,5578441652,Celular,2024-10-03
6723,5587815789,Casa,2024-03-08
6724,5581697553,Celular,2024-10-11
6724,5582403899,Casa,2025-01-22
6725,5546084129,Celular,2024-02-28
6725,5578872340,Casa,2024-11-20
6726,55794546450,Celular,2024-11-10
6727,2275746805,Celular,2024-12-22
6728,8162791252,Celular,2024-03-23
6728,8171352044,Casa,2024-02-05
6729,8186191951,Celular,2024-06-09
6729,8189574109,Casa,2024-04-06
6730,,Celular,2024-07-01
6731,4413031116,Celular,2024-11-23
6731,4447110057,Casa,2024-05-29
6732,5518885150,Celular,2024-12-24
6733,2298517933,Celular,2024-11-14
6733,2279733268,Casa,2024-06-13
6734,8115792389,Celular,2024-05-01
6735,5577659607,Celular,2024-10-23
6735,5565717419,Casa,2024-12-14
6736,2286951551,Celular,2024-12-15
6737,(22) 11615171,Celular,2024-04-01
6738,8186874712,Celular,2024-02-07
6739,5542528396,Celular,2024-11-16
6740,2232386109,Celular,2024-01-29
6741,5611825527,Celular,2024-02-10
6742,5597362497,Celular,2024-12-13
6743,2224423607,Celular,2025-01-15
6743,2287479947,Casa,2024-01-04
6744,8173445538,Celular,2024-05-29
6744,8154230658,CASA,2025-01-05
6745,5527592355,Celular,2024-01-14
6746,4428686627,Celular,2024-12-04
6746,4451209320,Casa,2024-04-02
6747,5583023612,Celular,2024-07-12
6748,4460520967,Celular,2024-10-29
6748,4412512970,Casa,2024-01-02
6749,3360052592,Celular,2024-02-09
6749,3397152539,Casa,2024-08-14
6750,2265204548,Celular,2024-02-14
6751,3374240474,Celular,2024-07-07
6752,4460241536,Celular,2024-11-28
6752,4428770844,Casa,2024-09-15
6753,3344920685,Celular,2024-05-08
6754,3352252011,Celular,2024-07-11
6755,3384436686,Celular,2024-04-16
6756,2221452466,Celular,2024-11-28
6756,2221465800,Casa,2025-01-21
6757,5617990433,Celular,2024-10-18
6758,44792553,Celular,2024-09-05
6759,2231694640,Celular,2024-08-27
6759,2252719125,Casa,2024-04-30
6760,5549398293,Celular,2024-06-20
6761,55299153,Celular,2024-10-02
6762,4457220168,Celular,2024-01-29
6762,4432192879,Casa,2024-03-23
6763,3325998654,Celular,2025-01-11
6763,3385672024,Casa,2024-01-30
6764,5691612049,Celular,2024-12-30
6764,5681324399,Casa,2024-06-29
6765,5546767406,Celular,2024-08-23
6766,5561050059,Celular,2024-08-01
6767,5527450503,Celular,2024-09-17
6768,2224856840,Celular,2024-10-26
6769,5534300751,Celular,2024-10-13
6770,5534516560,Celular,2024-10-16
6770,5577930481,Casa,2024-12-29
6771,3337224036,Celular,2024-04-01
6771,3399432543,Casa,2025-01-27
6772,5566248834,Celular,2024-09-11
6772,5595559561,Casa,2024-04-19
6773,5587184990,Celular,2024-06-12
6773,5533238888,Casa,2024-09-12
6774,5544802817,Celular,2024-08-10
6775,5576096723,Celular,2024-08-26
6776,5526233310,Celular,2024-02-22
6776,5535334918,Casa,2024-10-17
6777,8118872504,Celular,2024-06-19
6777,8163689831,Casa,2024-03-30
