SID,NOMBRE,FECHA_NAC,GENERO,CURP,FECHA_ACT
5061,Daniela Fuentes Vázquez,2005-07-14,F,FUVD050714MDFNZN29,2025-01-17
5062,Oscar Campos Delgado,1998-10-04,M,CADO981004HDFMLS99,2024-11-12
5063,Carolina Martínez Contreras,1987-04-20,F,MACC870420MMCRNR08,2025-02-23
5064,Eduardo Zavala Rivera,1991-12-25,M,ZARE911225HDFVVD71 ,2024-11-09
5065,Ángel Rangel Herrera,2006-10-16,M,RAHA061016HMCNRN96,23 Sep 2024
5066,Eduardo Herrera Ortiz,2000-01-07,M,HEOE000107HDFRRD09,2025-02-19
5067,Erika Molina Molina,1995-08-08,F,MOME950808MDFLLR95,2025-01-23
5068,Néstor Iván Palacios Domínguez,1990-12-15,M,PADN901215HDFLMS68,2025-02-04
5069,Alejandro Álvarez Mejía,1996-03-01,M,AAMA960301HDFLJL59,2024-11-17
5070,Renata Ortiz López,1996-03-13,F,OILR960313MDFRPN32,2024-11-09
5071,Erick Suárez Herrera,1990-09-23,M,SUHE900923HNERRR32,2024-08-16
5072,Karla Guerrero Ibarra,1994-01-06,F,GUIK940106MDFRBR01,2025-01-25
5073,PATRICIA ANDREA MOLINA SANDOVAL,2002-01-13,F,MOSP020113MDFLNT62,2024-09-19
5074,Omar Eduardo Téllez Estrada ,2006-05-30,M,TEEO060530HDFLSM38,14/02/2025
5075,Javier Salvador Fuentes Muñoz,2005-01-02,M,FUMJ050102HDFNZV50,2025-02-10
5076,Leonardo Mateo Molina Estrada,1993-08-03,Masculino,MOEL930803HDFLSN65,2025-02-08
5077,Araceli Espinoza Herrera,2006-03-07,F,EIHA060307MDFSRR25,2024-09-28
5078,Francisco Ramos Zavala,1989-07-20,M,RAZF890720HDFMVR26,2024-09-02
5079,Salvador Silva Martínez,1997-06-05,M,SIMS970605HMCLRL15,2024-11-12
5080,Natalia Morales Sandoval,1987-08-18,F,MOSN870818MDFRNT19,2024-08-08
5081,Itzel Vargas López,2000-11-01,F,VALI001101MDFRPT61,2025-01-21
5082,Araceli Reyes Mejía,2000-04-21,F,REMA000421MMCYJR24,2024-12-04
5083,Guadalupe Pérez Cruz,1987-05-13,F,PECG870513MDFRRD95,2024-12-05
5084,Omar Héctor Bautista Téllez,1998-05-18,M,BATO980518HDFTLM73,2025-02-10
5085,MARTHA VARGAS DOMÍNGUEZ,1992-05-29,F,VADM920529MNERMR59,2024-08-01
5086,Armando Gutiérrez Cortés,1992-05-21,M,GUCA920521HDFTRR65,2024-08-05
5087,Daniel Mejía Palacios,1989-11-15,M,MEPD891115HDFJLN39,2025-01-02
5088,Natalia Muñoz Trejo,1993-02-21,F,MUTN930221MMCZRT88,2025-01-02
5089,Emilio Ríos Rojas,1990-06-12,M,RORE900612HMCSJM91,2024-11-25
5090,Ana Lara Ruiz,2004-03-19,F,LARA040319MDFRZN94,2024-12-27
5091,Sandra Luz Zavala Estrada,1992-09-22,F,ZAES920922MDFVSN60,2025-01-24
5092,Tomás Cervantes Muñoz,1990-02-22,M,CEMT900222HDFRZM29,27 Sep 2024
5093,Rafael Ortiz Soto,2001-06-01,M,OISR010601HMCRTF75,2024-12-26
5094,Sandra Silva Díaz,1992-07-13,F,SIDS920713MDFLZN42,2024-10-14
5095,Andrea Rosa Orozco Campos,1989-08-25,F,OOCA890825MDFRMN33,2025-02-06
5096,Ximena Palacios Silva,1989-07-10,F,PASX890710MDFLLM33,2024-11-30
5097,Sandra Mejía Rosales,2004-07-10,F,MERS040710MDFJSN42 ,2025-01-17
5098,Gabriela Guadalupe Acosta Castro,2000-04-01,F,AOCG000401MMCCSB27,2024-09-30
5099,Alejandra Aguilar Aguilar,2001-12-13,F,AUAA011213MDFGGL70,2024-12-10
5100, Pablo Mendoza Martínez,2005-06-08,M,MEMP050608HDFNRB58,2024-09-12
5101,Erick Iván Domínguez Gutiérrez,2004-10-29,M,DOGE041029HNEMTR45,2024-09-21
5102,Enrique Palacios Martínez,1985-05-14,M,PAME850514HDFLRN14,2024-08-30
5103,Luz Ríos Ortiz ,1990-04-26,F,ROOL900426MDFSRZ15,2024-11-05
5104,Alan Molina Castillo,1985-05-28,M,MOCA850528HDFLSL87,2024-08-08
5105,Alejandro Mejía Bautista,2003-08-02,M,MEBA030802HDFJTL50,2024-11-12
5106,Adrián Hugo Fuentes Salazar,1994-01-16,M,FUSA940116HDFNLD28,2025-01-23
5107,Omar Ortiz Medina,2001-08-17,M,OIMO010817HDFRDM23,2024-08-03
5108,Felipe Roberto Rangel Téllez,2002/07/29,M,RATF020729HMCNLL14,2024-10-13
5109,Brenda Pérez Vázquez,2002-11-06,F,PEVB021106MDFRZR39,2025-01-22
5110,Mario Saúl Vargas Camacho,1987-07-03,M,VACM870703HNERMR18,2025-03-01
5111,Francisco Brandon Reyes Navarro,1993-05-18,M,RENF930518HDFYVR64,2024-10-29
5112,Martha Beatriz Sandoval Aguilar,01/18/2006,F,SAAM060118MMCNGR61,2024-12-21
,Martha Beatriz Sandoval Aguilar,01/18/2006,F,SAAM060118MMCNGR61,2024-12-21
5113,Martha Mónica Castro Rangel,1997-01-04,F,CARM970104MMCSNR41,2025-02-27
5114,Mónica Díaz Figueroa,1998-04-16,F,DAFM980416MDFZGN72,2024-10-10
5115,Itzel Orozco Cruz,2005-11-30,F,OOCI051130MMCRRT19,2024-09-14
5116,Alejandro Gómez Domínguez,2000-10-06,M,GEDA001006HDFMML98,2024/10/15
5117,Luz Valencia Jiménez,1990-05-06,F,VAJL900506MMCLMZ05,2024-09-08
5118,Raúl Álvarez Muñoz,2006-05-24,M,AAMR060524HMCLZL24,2025-01-01
5119,Raúl Rangel García,2005-06-14,M,RAGR050614HDFNRL84,2025-01-07
5120,Araceli Pérez Mendoza,1987-03-23,F,PEMA870323MNERNR84,2025-01-29
5121,Uriel Delgado Silva,01/04/2006,M,DESU060104HMCLLR89,2024-11-22
5122,Gerardo Domínguez Navarro,2002-01-25,M,DONG020125HMCMVR85,2025-02-10
5123,Mario Morales Suárez,1995-11-07,M,MOSM951107HDFRRR31,2024-12-29
5124,Héctor Reyes Medina,1998-10-12,M,REMH981012HDFYDC72,2025-01-08
5125,Citlali Leticia Álvarez Rangel,1985-05-15,Femenino,AARC850515MDFLNT11,2024-09-23
5126,Iván Romero Navarro,2006-04-24,M,RONI060424HDFMVV03,2024-08-17
5127,Diego Leonardo Vázquez Campos,1991-07-23,M,VUCD910723HDFZMG73,2024-11-24
5128,Carlos Moreno Reyes,1987-07-25,M,MORC870725HMCRYR36,2025-02-22
5129,Nayeli Aguilar García,06/20/2004,F,AUGN040620MMCGRY26,2024-08-25
5130,Emilio Castro Reyes,2000-03-10,M,CARE000310HDFSYM27,08/06/2024
5131,Alejandro Castro Álvarez,2006-10-20,M,CAAA061020HDFSLL19,2025-01-30
5132,Jessica García Mendoza,1988-10-22,F,GAMJ881022MDFRNS15,2024-11-19
5133,Renata Sandra Lara Navarro,1999-02-15,F,LANR990215MDFRVN04,2024-11-05
5134,Perla Bautista Estrada,1992-03-04,F,BAEP920304MDFTSR16,2024-08-06
5135,Brenda Rosales Gutiérrez,2004-09-30,F,rogb040930mdfstr81,2024-08-24
5136,Regina Irma Morales Lara,04/02/1989,F,MOLR890204MDFRRG56,2024-09-02
5137,David Antonio Ramírez Cortés,1993-08-09,M,RACD930809HDFMRV21,2025-01-09
5138,Mateo Hernandez Camacho,1995-03-08,M,HECM950308HDFRMT58,18 Dec 2024
5139,Vanessa Andrea Rangel Camacho,1996-04-15,F,RACV960415MDFNMN16,2024-10-28
5140,Laura Flores Guerrero,1986-05-17,F,FOGL860517MDFLRR16,2024-09-09
5141,Adrián Contreras Torres,1987-07-30,M,COTA870730HDFNRD09,2024-08-17
5142,David Rojas Salazar,1994-12-09,M,ROSD941209HMCJLV59,2024-08-01
5143,Elena Ríos Rodríguez,1995-01-18,F,RORE950118MDFSDL15,2024-09-17
5144,Rafael Romero Ríos,1995-03-17,M,RORR950317HDFMSF21,2024-08-18
5145,Karla Molina Ruiz,1989-07-25,F,MORK890725MDFLZR98,2024-08-21
5146,Manuel Orozco Carmona,1985-05-31,M,OOCM850531HDFRRN11,2024-10-21
5147,Ramón Guerrero Mendoza,1994-03-08,M,GUMR940308HDFRNM25,2025-01-31
5148,Francisco Ángel Gómez León,1997-01-18,H,GELF970118HDFMNR29,2025-01-20
5149,Rodrigo Pérez Sandoval,1994-02-12,M,PESR940212HMCRND89,2024-11-27
5150,Carlos Martínez Moreno,2001/10/12,M,MAMC011012HDFRRR40,2024-09-14
5151,Guadalupe León Cervantes,2006-12-31,F,LECG061231MDFNRD83,2024-12-25
5152,Andrea Lara Rodríguez,1986-03-17,F,LARA860317MMCRDN23,2024-12-29
5153,Fernando Núñez León,1989-11-17,M,NELF891117HDFZNR47,2025-01-01
5154,Sebastián Ignacio Rosales León,1988-09-15,M,ROLS880915HMCSNB40,2025-01-02
5155,Ignacio Ibarra Zavala,1999-06-18,M,IAZI990618HDFBVG61,2024-09-22
5156,Pablo Bautista Romero,1985-10-15,M,BARP851015HNETMB50,2024-09-08
5157,Ramón Ramos Gómez,1997-02-17,M,RAGR970217HDFMMM41,2024-10-02
5158,Oscar Cruz Rodríguez,1992-06-14,M,CURO920614HDFRDS68,2025-01-08
5159,Daniel Felipe Ibarra Álvarez,2002-11-15,M,IAAD021115HDFBLN75,2024-11-24
5160,Antonio Erick Estrada Ibarra,1999-11-01,M,EAIA991101HDFSBN67,2024-10-08
5161,Felipe Camacho Navarro,1998-10-07,M,CANF981007HDFMVL55,01/06/2025
5162,Montserrat Mejía Contreras,1985-10-07,F,MECM851007MDFJNN52,2025-01-08
5163,Rocío Martínez López,19-04-1987,F,MALR870419MDFRPC08,2025-01-22
5164,Alberto Ruiz Morales,1994-04-14,M,ruma940414hnezrl25,2024-10-20
5165,Leticia Sánchez García,14/12/1986,F,SEGL861214MMCNRT01,2025-01-29
5166,Norma Yolanda Herrera Mejía,1997-06-28,F,,2025-01-16
5167,Laura Carolina Salazar Sandoval,1994-11-05,F,SASL941105MDFLNR04,2024-11-03
5168,Jorge Juan Ramírez Rivera,2001-12-02,F,RARJ011202HMCMVR78,2025-02-02
5169,Héctor Enrique Ruiz Aguilar,1992-10-18,M,RUAH921018HDFZGC28,2024-10-04
5170,Rocío Andrea Cabrera Velázquez,1994-08-25,F,CAVR940825MDFBLC89,2024-09-18
5171,Dulce Isabel Rangel Orozco,1997-01-29,F,RAOD970129MDFNRL07,2024-11-21
5172,Enrique Ramírez Mendoza,1990-03-03,M,RAME900303HMCMNN56,2024-09-21
5173,Felipe Gerardo Ortiz Valencia,2004-06-27,M,OIVF040627HDFRLL65,2025-02-09
5174,Tomás Reyes Rodríguez,1988-05-22,M,RERT880522HDFYDM81,2024-11-30
5175,Mario Ruiz Ibarra,04/07/1997,M,RUIM970704HDFZBR10,2024-08-19
5176,Mario Molina Hernández,24-05-2004,M,MOHM040524HMCLRR40,2024-11-22
5177,Citlali Rangel Pérez,1985-03-27,F,RAPC850327MQTNRT33,2024-10-14
5178,Santiago Domínguez Rangel,1996-03-10,M,DORS960310HDFMNN24,2024-11-12
5179,Javier Vargas Contreras,1996-06-11,M,VACJ960611HDFRNV18,2024-12-08
5180,Uriel Rodríguez Cortés,1990-06-15,M,ROCU900615HDFDRR38,2024-10-17
5181,Leonardo Néstor Muñoz Ramírez,1985-04-08,M,MURL850408HDFZMN63,2025-02-26
5182,Ana Aguilar Rivera,1998-06-19,F,AURA980619MDFGVN41,2025-01-16
5183,Susana Ruiz Rivera,1993-10-31,F,RURS931031MMCZVS64,2025-02-14
5184,Mariana Fuentes Gómez,2005-09-03,F,FUGM050903MDFNMR30,2024-11-03
5185,Montserrat Hernández Ruiz,1995-03-09,F,HERM950309MMCRZN70,2024-09-13
5186, Andrea Rangel Cruz,1996-10-03,F,RACA961003MMCNRN08,2025-01-29
5187,Enrique Sánchez Suárez,1991-12-03,,SESE911203HDFNRN34,2024-08-29
5188,Silvia Trejo Ramírez,1994-04-09,F,TERS940409MDFRML84,2024-10-03
5189,Rosa Perla García Gómez,1999-11-01,F,GAGR991101MDFRMS59,2024-12-31
5190,Valeria Alicia Herrera Bautista,2004-07-18,F,HEBV040718MMCRTL01,28-11-2024
5191,Valeria Ibarra Ramos,1992-08-12,F,IARV920812MMCBML94,2024-08-07
5192,Víctor Álvarez Ruiz,1989-03-18,M,AARV890318HDFLZC22,2024-08-25
5193,Itzel Silvia Ramos Martínez,2006-02-25,F,RAMI060225MDFMRT54,2024-09-25
5194,Omar Leonardo Núñez Cervantes,1990-02-10,M,NECO900210HDFZRM18,2025-02-10
5195,Mónica Campos Camacho,1991-03-04,F,CACM910304MDFMMN47,2024-12-28
5196,Valeria Paola Velázquez Hernández,1993-10-06,F,VEHV931006MDFLRL95,2024-11-25
5197,Natalia Contreras López,2002-03-16,F,COLN020316MDFNPT01,2024-10-06
5198,Raquel Adriana Trejo Figueroa,07/20/2004,F,TEFR040720MMCRGQ32,2025-01-15
5199,Erick Bautista Ramírez,1987-02-23,M,BARE870223HDFTMR08,2024-09-02
5200,Verónica Brenda Lara Téllez,2003-09-26,Masculino,LATV030926MDFRLR24,2024-12-18
5201,Rafael Alberto Ramírez Domínguez,1985-05-13,M,RADR850513HDFMMF89,2024-12-08
5202,Diego Héctor Mejía León,1998-10-18,M,MELD981018HMCJNG83,2024-10-01
5203,Héctor Ignacio Medina Martínez,2004-10-17,M,MEMH041017HDFDRC84,2024-11-12
5204,Citlali Bautista Acosta,2002/05/07,F,BAAC020507MDFTCT81,2025-02-18
5205,Ana Diana Silva Ibarra,1994-10-26,F,SIIA941026MMCLBN20,2024-08-27
5206,Paola Soto Muñoz,2004-09-06,F,,2024-12-13
5207,Raúl Herrera Pérez,1995-02-23,M,HEPR950223HMCRRL60,2024-09-11
5208,Raquel Bautista Bautista,1988-05-14,F,BABR880514MDFTTQ19,2024-12-17
5209,Karla Rodríguez Lara,1986-08-22,F,ROLK860822MDFDRR95,2024-10-05
5210,Hugo Ramírez Estrada,1987-09-05,M,RAEH870905HDFMSG13,2025-01-14
5211,Francisco Mateo Gómez Suárez,1991-08-05,M,GESF910805HMCMRR48,2024-08-16
5212,Axel Figueroa Núñez,1995-01-19,M,FINA950119HDFGZX50,2024-09-29
,Axel Figueroa Núñez,1995-01-19,M,FINA950119HDFGZX50,2024-09-29
5213,Fernanda Norma Jiménez Lara,1999-07-02,F,JILF990702MMCMRR20,2024-11-23
5214,Antonio Navarro Flores,1990-12-04,Femenino,NAFA901204HMCVLN32,2024-10-17
5215,María Mendoza Estrada,1993-07-16,F,MEEM930716MQTNSR90,2025-01-02
5216,Itzel Molina Velázquez,1994-09-23,F,MOVI940923MMCLLT52,2025-01-17
5217,Montserrat Irma Orozco Pérez,1992-02-07,F,OOPM920207MMCRRN68,2025-01-05
5218,Alberto Lara Zavala,1986-01-12,M,LAZA860112HDFRVL95,2025-01-17
5219,Gerardo Gómez Espinoza,2002-01-27,M,GEEG020127HDFMSR77,18 Sep 2024
5220,Norma Delgado Camacho,1987-07-03,F,DECN870703MDFLMR65,2025-01-12
5221,Erika Bautista Rivera,1986-12-30,F,BARE861230MDFTVR80,2024/10/03
5222,Rafael Salvador Ramírez Vargas,24-12-1987,M,RAVR871224HDFMRF80,2024-11-12
5223,Gabriel Vázquez Cortés,1997-10-12,M,VUCG971012HDFZRB56,2024-09-18
5224,Silvia Andrea Romero Medina,1999-04-26,F,ROMS990426MDFMDL74,2024-08-22
5225,Citlali Figueroa Espinoza,1994-05-30,,FIEC940530MMCGST04,2024-09-27
5226,Andrea Isabel Morales Herrera,2000-11-02,F,PENDIENTE,2025-02-08
5227,Valentina Campos Torres,1985-09-09,F,CATV850909MMCMRL01,2024-11-03
5228,Pablo Palacios Guerrero ,1995-07-04,M,PAGP950704HDFLRB44,11/05/2024
5229,Montserrat Araceli Morales Cabrera,1986-03-09,F,MOCM860309MMCRBN30,2024-08-28
5230,Héctor Orozco Mendoza,1997-05-18,M,OOMH970518HMCRNC74,2025-01-18
5231,Carolina Suárez Sánchez,2004-07-19,F,SUSC040719MDFRNR84,2024-09-19
5232,Santiago Adrián Torres Campos,2000-09-12,M,TOCS000912HDFRMN51,2024-12-13
5233,Antonio Héctor Mendoza Sandoval,1999-11-05,M,MESA991105HDFNNN64,2024-12-14
5234,Sergio Uriel Soto Trejo,2002-05-16,M,SOTS020516HMCTRR99,2025-01-22
5235,Mario Orozco Mejía,1999-03-04,M,OOMM990304HDFRJR75,2024/12/09
5236,Tomás Lara Torres,1999-04-26,M,LATT990426HMCRRM96,2025-01-06
5237,Oscar Mario Hernández Zavala,2000-01-27,M,HEZO000127HDFRVS22,2024-10-01
5238,Mario Arturo Trejo Lara,2004-02-27,M,TELM040227HMCRRR69,2024-10-12
5239,Sandra Alejandra Palacios Campos,07/02/2004,F,PACS040702MMCLMN14,2024-08-30
5240,Paola Castillo Navarro,2001-06-25,F,canp010625mmcsvl68,2024-12-25
5241,José Brandon Sandoval Morales,1992-11-23,M,SAMJ921123HDFNRS94,2024-09-16
5242,Paola Paola Mejía Mejía,1993-01-06,F,MEMP930106MDFJJL81,2024-09-06
5243,Axel Acosta Rosales ,2004-09-28,f,AORA040928HDFCSX05,2024-08-28
5244,Arturo Navarro Ríos,2004-08-01,M,,2025-01-02
5245,Roberto Salvador Sánchez Campos,1994-06-10,M,SECR940610HDFNMB53,2024-10-09
5246,Diana Gómez Cervantes,1986-09-07,F,GECD860907MDFMRN25,2024-08-22
5247,Regina Irma Acosta Orozco,1991-04-17,F,AOOR910417MDFCRG91,2024-11-19
5248,Mateo Campos Velázquez,1994-12-21,M,CAVM941221HDFMLT13,2024-08-10
5249,Valentina Rojas Estrada,06/01/1999,F,ROEV990106MDFJSL94,2024-09-16
5250,Mariana Jessica Valencia Cruz,2002-12-01,F,VACM021201MDFLRR68,2024-12-24
5251,Raúl Herrera Torres,2004-04-22,M,HETR040422HDFRRL67,2024-09-14
5252,Rafael Pérez Martínez,2001-04-03,M,PEMR010403HDFRRF68,2024-12-24
5253,Elena Acosta Acosta,2001-04-27,F,AOAE010427MDFCCL92,2025-01-19
5254,Manuel  Aguilar  Ortiz,1986-02-26,M,AUOM860226HDFGRN74,2024-09-10
5255,Gerardo Carmona Sandoval,1991-04-20,M,CASG910420HDFRNR54,2024-10-29
5256,Nayeli Alejandra Núñez Suárez,1989-01-14,F,NESN890114MDFZRY51,2025-02-28
5257,Raúl Daniel Mejía Valencia,1991-11-18,M,MEVR911118HDFJLL11,2024-10-24
5258,Diana Núñez Soto,1986-05-22,F,NESD860522MDFZTN23,2025-01-05
5259,Luis Luis Reyes Medina,2002-10-04,M,REML021004HDFYDS17,2024-09-29
5260,Valeria Camila Morales Rangel,1985-09-21,F,MORV850921MDFRNL37,2024-09-12
5261,Gabriela Velázquez Ibarra,1989-11-02,F,VEIG891102MDFLBB95,2024-09-14
5262,Brenda Rangel Contreras,1986-02-08,F,RACB860208MDFNNR67,2025-01-16
5263,Fernando Javier Medina Díaz,1998-05-10,M,MEDF980510HDFDZR63,2024-08-05
5264,Víctor Guerrero Díaz,1993-03-07,M,GUDV930307HMCRZC06,2024-12-25
5265,Valentina Díaz Valencia,2005-11-23,F,DAVV051123MDFZLL22,2024-11-20
5266,Armando Saúl Rivera Cervantes,1996-12-22,M,,2024-09-01
5267,Ana Gutiérrez Carmona,1999-05-02,F,GUCA990502MDFTRN44,2024-08-16
5268,Francisco Pérez Estrada,1988-08-05,M,PEEF880805HDFRSR12,2024-11-15
5269,Ignacio Diego Díaz Medina,19/11/2003,H,DAMI031119HDFZDG40,2024-08-07
5270,Claudia Rosales Palacios,2001-03-28,F,ROPC010328MDFSLL58,2024-09-12
5271,Felipe Navarro Bautista,2006-08-11,M,NABF060811HDFVTL73,2025-02-16
5272,Sebastián Raúl Ramos Palacios,1991-04-12,M,RAPS910412HDFMLB64,2024-09-02
5273,Ariadna Domínguez Cabrera,1985-06-05,F,DOCA850605MDFMBR76,2024-12-28
5274,Hugo Roberto Carmona Ramírez,1996-05-09,M,CARH960509HDFRMG34,2024-11-13
5275,Oscar Domínguez Sánchez,2003-07-02,M,DOSO030702HDFMNS89,2024-08-26
5276,Nayeli Vargas Núñez,1993-05-18,F,VANN930518MDFRZY18,2025-01-01
5277,Adrián Castro Romero,1985-02-28,M,CARA850228HDFSMD86,2024-12-11
5278,Silvia Flores Herrera,1988-12-21,F,FOHS881221MDFLRL37,2024-12-24
5279,Alberto Erick Vázquez Pérez,2000-11-19,M,VUPA001119HDFZRL34,2024-08-05
5280,Silvia Alicia Gómez Morales,1998-02-03,F,GEMS980203MMCMRL06,2024-10-20
5281,salvador mejía torres,1997-06-10,M,METS970610HDFJRL30,2024-09-29
5282,Santiago Lara Rivera,1987-01-06,M,LARS870106HDFRVN74,2024-10-14
5283,Hugo Kevin Ríos Castro,2003-05-28,M,ROCH030528HDFSSG02,2024-09-12
5284,Omar Reyes Soto,1995-09-08,M,RESO950908HMCYTM50,2024-12-05
5285,Ariadna Jessica Palacios Espinoza,1997-07-09,F,PAEA970709MDFLSR54,2024-08-14
5286,Natalia Perla Molina Ramírez,1996-04-13,F,MORN960413MMCLMT20,2024-12-02
5287,Felipe Zavala Molina,2000-02-25,M,ZAMF000225HDFVLL90,2024-09-25
5288,Claudia Sandoval Delgado,2006-09-20,F,SADC060920MDFNLL64,2024-08-08
5289,Carlos Téllez Ruiz,1999/06/24,M,TERC990624HNELZR47,2025-02-09
5290,Saúl Uriel Álvarez Pérez,1996-06-29,M,AAPS960629HMCLRL97,2025-01-07
5291,Francisco José Hernández Álvarez,1995-01-11,M,HEAF950111HMCRLR90,2024-09-20
5292,Alejandro Ramírez Carmona,2003-05-04,M,RACA030504HDFMRL80,2024-08-10
5293,Nayeli  Núñez  Velázquez,1986-04-10,F,NEVN860410MDFZLY62,2024-09-18
5294,Gabriel Ramos Hernández,1987-07-11,M,PENDIENTE,2024-11-22
5295,Héctor Cruz García,03/13/1994,M,CUGH940313HMCRRC51,2024-11-04
5296,Claudia Rangel Vargas,2001-11-06,F,RAVC011106MDFNRL51,2024-11-25
5297,Laura Silva Romero,2003-06-24,F,SIRL030624MDFLMR29,2024-10-01
5298,Jessica Guerrero López,1993-03-07,F,GULJ930307MMCRPS55,2024-10-10
5299,Norma Aguilar Orozco,1996-03-09,F,AUON960309MMCGRR12,2025-02-08
5300,Montserrat Palacios Cortés,2006-07-22,F,PACM060722MMCLRN39,2024-09-08
5301,Laura Téllez Rosales ,1993-05-20,F,TERL930520MDFLSR66,2024-09-07
5302,Sandra Rosales Rangel,2004-05-23,F,RORS040523MDFSNN73,2024-08-14
5303,Luz Natalia Carmona Vázquez,1996-07-12,F,CAVL960712MMCRZZ14,2024-09-08
5304,Elena Alicia Suárez Camacho,2001-08-10,Masculino,SUCE010810MDFRML23,2024-11-13
,Elena Alicia Suárez Camacho,2001-08-10,Masculino,SUCE010810MDFRML23,2024-11-13
5305,Omar Erick Rivera Rivera,1997-12-06,M,RIRO971206HDFVVM36,2025-02-01
5306,Gustavo Adrián Guerrero Torres,2002-02-24,M,GUTG020224HDFRRS88,2025-01-30
5307,Citlali Sánchez Trejo,1998-06-24,F,SETC980624MDFNRT51,2024-08-02
5308,Jorge Álvarez Hernández,1989-06-08,M,AAHJ890608HDFLRR84,2024-10-07
5309,Perla Medina Cervantes,2006-01-05,F,MECP060105MDFDRR19,2025-01-21
5310,Pedro Díaz Herrera,1999-04-17,M,DAHP990417HDFZRD79,2024-10-12
5311,Fernanda Vázquez León,1995-09-27,F,VULF950927MDFZNR33,2024-10-08
5312,José Omar Muñoz Mejía,1992-03-29,M,MUMJ920329HDFZJS96,29/10/2024
5313,Cecilia Rangel Soto,2001-02-23,F,RASC010223MDFNTC04,2024-10-18
5314,Adriana Ruiz Campos,2001-06-15,F,RUCA010615MMCZMD36,2024-11-23
5315,Ignacio Rojas Sánchez,1998-04-05,M,ROSI980405HDFJNG04,2024-12-08
5316,Adrián Ramos Mendoza,1995-01-02,M,RAMA950102HDFMND54,2024-12-03
5317,Oscar Salazar López,1996-10-18,M,SALO961018HMCLPS97,2024-12-03
5318,Camila Medina Hernández,2000-04-18,F,MEHC000418MDFDRM31,2024-12-26
5319,Rodrigo Domínguez Domínguez,1995-10-02,M,DODR951002HMCMMD84,2024-08-03
5320,Yolanda Cruz Vázquez,1991-01-02,F,CUVY910102MDFRZL61,2024-08-27
5321,Alejandra Silvia Navarro Ríos,2006-06-23,F,NARA060623MJCVSL00,2024-09-08
5322,Laura Cruz Camacho,2006-07-08,F,CUCL060708MDFRMR32,2024/11/03
5323,Renata Delgado Moreno,1991-09-15,F,DEMR910915MDFLRN34,2024-09-16
5324,Claudia Romero Camacho,1986-10-04,F,ROCC861004MDFMML55,2024-10-10
5325,Pedro Daniel Díaz Salazar,2004-12-25,M,DASP041225HDFZLD16,2024-12-11
5326,Catalina Cervantes Lara,04 Jan 2002,F,CELC020104MMCRRT55,2025-01-10
5327,Alicia Mendoza Hernández,1990-09-05,F,MEHA900905MDFNRL32,2025-01-19
5328,Claudia Trejo Soto,1995-03-27,F,TESC950327MDFRTL55,2024-11-21
5329,Susana Salazar Rodríguez,1985-12-29,F,SARS851229MDFLDS60,2024-11-04
5330,Ana Verónica Rosales Cortés,2001-05-23,F,ROCA010523MDFSRN18,2024-10-10
5331,Adriana Cruz Mendoza,28/06/2006,F,CUMA060628MMCRND59,2024-09-24
5332,Daniel Hernández Herrera,05-01-1985,M,HEHD850105HMCRRN63,2024-09-04
5333,Oscar Campos Vargas,1987-08-13,M,CAVO870813HDFMRS35,2024-09-22
5334,Brandon Vázquez Álvarez,1990-03-18,M,VUAB900318HDFZLR66,2024-12-16
5335,Mariana Téllez Pérez,2000-10-04,F,TEPM001004MDFLRR60,2024-09-01
5336,Citlali Vargas Pérez,2004-09-27,F,VAPC040927MDFRRT90,2024-10-19
5337,Silvia Regina Suárez Lara,1996-08-17,F,SULS960817MMCRRL56,2024-12-22
5338,Ismael López Rivera,14 Jan 1999,M,LERI990114HDFPVS23,2024-10-28
5339,Brandon Gutiérrez Carmona,2004-11-20,M,GUCB041120HDFTRR87,2024-12-18
5340,Karla Campos Cruz,2002-10-09,F,CACK021009MDFMRR53,2024-09-21
5341,Ariadna Álvarez Reyes,1986-04-04,F,AARA860404MDFLYR71,29 Oct 2024
5342,yolanda velázquez gómez,20 Jul 1988,F,VEGY880720MDFLML66,2024-11-18
5343,Ana Ramos Núñez ,2002-08-30,F,RANA020830MDFMZN47,2025-02-13
5344,Pablo Brandon Hernández Contreras,1995-01-09,M,HECP950109HDFRNB39,2025-03-01
5345,Citlali Acosta Silva,2005-06-18,F,AOSC050618MDFCLT73,2024-10-26
5346,José Héctor López Ruiz,1994-02-06,M,LERJ940206HDFPZS36,2024-11-09
5347,Citlali Claudia Cervantes León,19/01/1988,F,CELC880119MDFRNT32,2024-12-20
5348,Teresa Cruz Espinoza,1987-08-16,F,CUET870816MDFRSR91 ,2024-10-04
5349,Luz Raquel Álvarez González,2000-05-03,F,AAGL000503MMCLNZ47,2024-09-14
5350,Juan Sandoval Rosales,1993-03-10,M,SARJ930310HDFNSN53,2024-12-03
5351,David Torres Campos,29/08/1985,M,TOCD850829HDFRMV47,2024-10-26
5352,Erick Flores Delgado,1998-06-07,M,FODE980607HCSLLR14,2025-01-27
5353,Yolanda Valencia Lara,28-07-1987,F,VALY870728MMCLRL87,2025-01-30
5354,Regina Raquel Rivera Martínez,1988/03/28,F,RIMR880328MDFVRG14,2025-01-16
5355,Raúl Cortés Aguilar,1993-01-12,M,COAR930112HDFRGL79,2025-02-23
5356,Fernando Rodrigo Sánchez Sandoval,1990-10-16,M,SESF901016HMCNNR93,2024-08-11
