SID,CALLE,COLONIA,MUNICIPIO,ENTIDAD,CP,FECHA_ACT
3995,Eje 4 Sur 6,Clavería,Ixtapaluca,Estado de México,55019,2024-12-30
3996,Calz. Ignacio Zaragoza 392,Coapa,Tlalnepantla,Estado de México,52150,2025-01-01
3997,Eje 7 Sur 309 Int. 18,Santa Catarina,Milpa Alta,Ciudad de México,13430,2024-08-20
3998,Av. Coyoacán 190,Milpa Alta,Iztapalapa,Ciudad de México,09320,2024-10-10
3999,Av. Juárez 329,Granada,Nezahualcóyotl,Estado de Mexico,55315,2025-01-23
4000,Calle Uruguay 26,Roma Sur,Xochimilco,Ciudad de México,06020,2025-01-03
4001,Calle Euler 904,Jardines del Pedregal,Magdalena Contreras,Ciudad de México,14390,2025-02-24
4002,Calle 16 de Septiembre 677,Culhuacán,Cuauhtémoc,Ciudad de México,16080,2024-11-09
4003,Av. Coyoacán 341,Constitución de 1917,Cuauhtémoc,Ciudad de México,05010,2024-08-25
4004,Av. Reforma 3 Int. 2,Magdalena Contreras,Venustiano Carranza,Ciudad de México,15350,2024-06-27
4005,Eje 3 Norte 962 Int. 14,Tepito,Milpa Alta,Ciudad de México,08500,2024-09-18
4006,Periférico Sur 707,Polanco,Magdalena Contreras,Ciudad de México,11440,2025-02-25
4007,Eje Central 313,Guerrero,Álvaro Obregón,Ciudad de México,09800,2025-02-11
4008,Calle Bolívar 12,Clavería,HUIXQUILUCAN,Estado de México,56250,2024-10-21
4009,Av. Canal de Miramontes 651,General Anaya,Miguel Hidalgo,Ciudad de México,15700,2025-01-01
4010,Av. Taxqueña 898,Buenos Aires,Toluca,Estado de México,54050,2024-07-06
4011,Av. Aztecas 952,Santa Úrsula,Huixquilucan,Estado de México,55079,2025-02-15
4012,Calle República de Cuba 486,San Jerónimo,Gustavo A. Madero,Ciudad de México,09200,2024-09-26
4013,Calle Moneda 36 Int. 17,Escandón,Tultitlán,Estado de México,52200,2024-12-17
4014,Av. Hidalgo 906 Int. 14,Florida,Huixquilucan,Estado de México,53270,2024-12-17
4015,Av. Tlalpan 667 Int. 17,San Jerónimo,Gustavo A. Madero,Ciudad de México,01070,2024-09-16
4016,Calz. Ermita Iztapalapa 69 Int. 18,Ajusco,Centro,Baja California Sur,62743,2024-07-29
4017,Eje 8 Sur 480 Int. 5,Florida,Iztacalco,Ciudad de México,09870,2025-02-09
4018,Av. Tlalpan 306,Culhuacán,Álvaro Obregón,Ciudad de México,09730,2025-03-01
4019,Calle Moneda 681 Int. 6,San Ángel,Milpa Alta,Ciudad de México,09560,2024-06-19
4020,Eje 6 Sur 108,Country Club,Chalco,Estado de México,55449,2025-02-06
4021,Av. División del Norte 510,Escandón,Nezahualcóyotl,Estado de México,55230,2024-09-20
4022,Eje 8 Sur 289,Milpa Alta,Venustiano Carranza,Ciudad de México,01010,2024-09-11
4023,Av. Cuauhtémoc 509 Int. 9,San Ángel,Cuautitlán Izcalli,estado de méxico,56343,2025-01-10
4024,Av. Juárez 980,Mixcoac,Tultitlán, Estado de México,55288,2024-11-26
4025,Av. Hidalgo 237 Int. 2,Magdalena Contreras,Cuajimalpa,Ciudad de México,14620,2024-09-03
4026,Av. Universidad 632,Escandón,Ixtapaluca,Estado de México,56360,2024-12-08
4027,Calz. Ignacio Zaragoza 920,Pedregal,Coyoacán,Ciudad de México,,2024-12-31
4028,Av. Chapultepec 24 Int. 20,Tepito,Coyoacán,Ciudad de México,13250,2024-12-18
4029,Calle Uruguay 574,Industrial Vallejo,Toluca,Estado de México,56260,2024-06-04
4030,Eje 7 Sur 648 Int. 5,Anzures,Venustiano Carranza,Ciudad de México,06600,2024-10-29
4031,Calz. de la Viga 140 Int. 5,Iztapalapa,Tlalpan,Ciudad de México,04010,2024-12-18
4032,Calle Euler 882,Jardines del Pedregal,Coacalco,Estado de México,55100,2025-01-07
4033,Av. Aztecas 737,Cuauhtémoc,Gustavo A. Madero,Ciudad de México,11010,2024-07-08
4034,Calle Moneda 204,Granada,Miguel Hidalgo,Ciudad de México,06010,2024-12-05
4035,Calle Uruguay 453 Int. 1,Xochimilco,Tlalnepantla,Estado de México,54320,2024-12-15
4036,Av. Cuauhtémoc 782 Int. 4,Tláhuac,Chalco,Estado de Mexico,523OO,2024-07-21
4037,Eje 2 Norte 504 Int. 16,Santa María la Ribera,Cuauhtémoc,Ciudad de México,06050,2024-07-09
4038,Viaducto Miguel Alemán 348 Int. 20,Industrial Vallejo,Ixtapaluca, Estado de México,53340,2024-08-13
4039,Av. Chapultepec 612 Int. 4,Pantitlán,Venustiano Carranza,Ciudad de México,14100,2025-01-25
4040,Calz. Ermita Iztapalapa 740 Int. 11,Agrícola Oriental,Ecatepec,Estado de México,56367,2024-10-21
4041,Periférico Sur 744 Int. 4,Tepito,Nezahualcóyotl,estado de méxico,55286,2025-01-08
4042,Av. Coyoacán 963,Obrera,Azcapotzalco,Ciudad de México,05120,2025-02-06
4043,Calle Bolívar 30 Int. 16,Escandón,Coyoacán,Ciudad de México,06100,2024-12-22
4044,Av. División del Norte 648,Hipódromo,la paz,Estado de México,55034,2024-06-14
4045,Av. Hidalgo 311,jardines del pedregal,Centro,Yucatán,78939,2024-12-09
4046,Av. Juárez 859,Centro,Azcapotzalco,Ciudad de México,14420,2025-01-16
4047,Eje 3 Norte 842,San Lorenzo Tezonco,Huixquilucan,Estado de México,55078,2024-07-08
4048,Eje 5 Sur 671 Int. 1,Industrial Vallejo,Tlalpan,Ciudad de México,09210,2024-07-26
4049,Calz. Ermita Iztapalapa 927,Agrícola Oriental,Milpa Alta,Ciudad de México,09860,2024-10-23
4050,Av. Aztecas 739,Del Valle,Álvaro Obregón,Ciudad de México,04000,2024-09-23
4051,Eje 4 Sur 300 Int. 10,Anzures,Coyoacán,Ciudad de México,11420,2024-09-08
4052,Viaducto Miguel Alemán 376 Int. 17,Tepito,Chalco,Estado de México,56260,2024-11-20
4053,Calle Bolívar 610,Granada,COYOACÁN,Ciudad de México,06170,2024-11-18
4054,Calle República de Cuba 241,Agrícola  Oriental,Cuauhtémoc,Ciudad de México,07600,2024-10-27
4055,Eje Central 953,Santa María la Ribera,Benito Juárez,Ciudad de México,06010,2025-01-30
4056,Av. Canal de Miramontes 386 Int. 12,Mixcoac,Iztapalapa,Ciudad de México,08800,2025-02-02
4057,Calle Moneda 823,Del Carmen,Tláhuac,Ciudad de México,01000,2024-11-25
4058,Eje 3 Sur 658,Agrícola Oriental,Iztacalco,Ciudad de México ,14310,2024-11-07
4059,Av. Insurgentes 90,Tlalpan,Coacalco,Estado de México,56124,2024-10-30
4060,Calz. Ermita Iztapalapa 84,General Anaya,Xochimilco,Ciudad de México,04200,2024-10-15
4061,Calle Madero 307,Morelos,Milpa Alta,Ciudad de México,09780,2024-11-23
4062,Av. Revolución 174 Int. 10,Granada,Tláhuac,Ciudad de México,13314,2024-07-31
4063,Viaducto Miguel Alemán 893,Tepito,Benito Juárez,Ciudad de México,14610,2025-02-21
4064,Calz. Ignacio Zaragoza 201,Azcapotzalco,Magdalena Contreras,Ciudad de México,14630,2024-11-05
4065,Calle Isabel la Católica 650 Int. 2,Granada,Chimalhuacán,Estado de México,52240,2024-07-07
4066,Av. Revolución 622 Int. 8,Roma Sur,Venustiano Carranza,Ciudad  de  México,14400,2025-01-27
4067,Eje 8 Sur 490,Peralvillo,Miguel Hidalgo,Ciudad de México,15850,2024-09-23
4068,Av. Coyoacán 185,Polanco,Magdalena Contreras,Ciudad de México,11590,2024-07-27
4069,Av. Chapultepec 984,Jardines del Pedregal,Gustavo A. Madero,Ciudad de México,012100,2024-08-07
4070,Av. Hidalgo 206,Clavería,Azcapotzalco,Ciudad de México,15610,2024-10-10
4071,Eje 5 Sur 594,Peralvillo,Álvaro Obregón,Ciudad de México,01010,2024-07-01
4072,Eje 7 Sur 593 Int. 2,San Lorenzo Tezonco,Miguel Hidalgo,Ciudad de México,08400,2024-08-06
4073,Eje 2 Norte 3,Milpa Alta,nezahualcóyotl,Estado de México,55318,2025-01-17
4074,Calle Leibniz 305 Int. 4,Azcapotzalco,Centro,Tamaulipas,21472,2024-09-28
4075,Calle Madero 900 Int. 4,Pedregal,La Paz,Estado de México,52215,2024-09-16
4076,Eje 3 Norte 735,Lomas de Chapultepec,Tlalpan,Ciudad de México,15700,2025-01-05
4077,Eje 5 Sur 807,Centro,Álvaro Obregón,Ciudad de México,13010,2024-07-10
4078,Av. Tláhuac 887 Int. 7,Coapa,Tláhuac,CIUDAD DE MÉXICO,09800,2024-06-21
4079,Calle Tacuba 971,Tlacopac,Iztacalco,Ciudad de México,11850,2024-06-29
4080,Eje 2 Norte 260,San Lorenzo Tezonco,Milpa Alta,Ciudad de México,07020,2024-08-09
4081,Calle Pino Suárez 619 Int. 4,Tacubaya,Iztacalco,Ciudad de México,11830,2025-02-19
4082,Calle Pino Suárez 577,Morelos,Xochimilco,Ciudad  de  México,13500,2024-11-24
4083,Calle Isabel la Católica 565,San Lorenzo Tezonco,Cuajimalpa,Ciudad de México,06450,2025-02-19
4084,Calle Pino Suárez 221,Azcapotzalco,Coacalco,Estado de México,54256,2024-11-13
4085,Calz. Ignacio Zaragoza 510,Azcapotzalco,Xochimilco,Ciudad de México,15070,2025-02-21
4086,Eje 2 Poniente 135,Narvarte,Milpa Alta,Ciudad de México,14020,2024-08-07
4087,Eje Central 960 Int. 15,Ajusco,Magdalena Contreras,Ciudad de México,14330,2024-12-25
4088,Av. Hidalgo 704,Centro,Miguel Hidalgo,Ciudad de México,02050,2025-02-09
4089,Av. Aztecas 683,Irrigación,Iztapalapa,Ciudad de México,15430,2024-07-19
4090,Calle Bolívar 123,Pedregal,Magdalena Contreras,Ciudad de México,11600,2024-06-08
4091,Av. Canal de Miramontes 715,Florida,Magdalena Contreras,Ciudad de México,03020,2024-10-28
4092,Av. Revolución 859,Churubusco,Tlalnepantla,Estado de México,56323,2024-12-06
4093,Calz. de la Viga 929,Magdalena Contreras,Coyoacán,Ciudad de México,12200,2024-12-30
4094,Calle Euler 386 Int. 1,San Ángel,Milpa Alta,CIUDAD DE MÉXICO,09520,2024-09-11
4095,Av. Juárez 523,Tlalpan,Toluca,Estado de México,50090,2024-09-27
4096,Eje 2 Norte 365,Mixcoac,Cuauhtémoc,Ciudad de México,15870,2025-02-04
4097,Calle Donceles 201 Int. 9,Xochimilco,Azcapotzalco,Ciudad de México,03200,2024-06-14
4098,Av. Reforma 248,Industrial Vallejo,Tlalnepantla,Estado de México,55264,2024-06-07
4099,Calle Bolívar 796,San Rafael,Venustiano Carranza,Ciudad de México,15080,2024-09-18
4100,Av. Reforma 985,Balbuena,Milpa Alta,Ciudad de México,11450,2024-07-06
4101,Av. Hidalgo 955 Int. 20,Verónica Anzures,Venustiano Carranza,Ciudad de México,02030,2024-08-18
4102,Calle 5 de Mayo 255,Tlalpan,Coyoacán,Ciudad de México,11840,2024-08-11
4103,Av. Reforma 312,Aragón,Atizapán de Zaragoza,Estado de México,53120,2024-11-05
4104,Av. Chapultepec 60,Tlalpan,Nezahualcóyotl ,Estado de México,52159,2024-07-24
4105,Calle Pino Suárez 619 Int. 3,Anzures,Nezahualcóyotl,Estado de México,50080,2024-10-06
4106,Calle 5 de Mayo 374,Churubusco,Texcoco,Estado de México,56258,2024-12-14
4107,Eje 8 Sur 577 Int. 10,Buenos Aires,Gustavo A. Madero,Ciudad de México,14320,2024-09-01
4108,Calle Correo Mayor 986,Azcapotzalco,Milpa Alta,Ciudad de México,07060,2025-01-05
4109,Viaducto Miguel Alemán 706 Int. 2,Granada,Benito Juárez,Ciudad de México,014260,2024-07-04
4110,Av. Insurgentes 246 Int. 3,Azcapotzalco,Miguel Hidalgo,Ciudad de México,11550,2025-01-31
4111,Eje 4 Sur 402,Coyoacán,Nezahualcóyotl,Estado de México,50150,2024-07-16
4112,Eje 8 Sur 274,Pantitlán,Cuajimalpa,Ciudad de México,14710,2024-12-12
4113,Av. Tlalpan 649,Condesa,Benito Juárez,Ciudad de México,03020,2024-07-29
4114,Eje 7 Sur 406,Lindavista,Tlalnepantla,Estado de México,55425,2024-09-06
4115,Av. Juárez 370 Int. 19,Obrera,Texcoco,Estado de México,50060,2025-02-18
4116,Av. División del Norte 11,Del Carmen,La Paz,Estado de México ,56320,2024-12-18
4117,Eje 1 Poniente 680,Portales,Tlalpan, Ciudad de México,16020,2025-01-15
4118,Calle Tacuba 754,Santa Úrsula,Iztacalco,Ciudad de México,11020,2024-07-31
4119,Av. Taxqueña 652,Coapa,Benito Juárez,Ciudad de México,14738,2024-09-25
4120,Viaducto Miguel Alemán 264 Int. 1,Churubusco,La Paz,Estado de México,56316,2024-11-25
4121,Calle Uruguay 421,Clavería,Benito Juárez,Ciudad de México,14300,2025-01-10
4122,Calle Uruguay 193,Iztapalapa,Gustavo A. Madero,Ciudad de Mexico,15420,2024-06-10
4123,Av. División del Norte 832, Guerrero,Venustiano Carranza,Ciudad de México,,2024-10-26
4124,Eje 7 Sur 271 Int. 17,Pantitlán,Tlalnepantla,Estado de México,52232,2024-07-06
4125,Calle Uruguay 326,Irrigación,Venustiano Carranza,Ciudad de México,15030,2025-02-28
4126,Calz. Ignacio Zaragoza 72,Buenos Aires,Centro,Nuevo León,72093,2024-12-29
4127,Av. Coyoacán 870 Int. 5,Roma Sur,GUSTAVO A. MADERO,Ciudad de México,14060,2025-01-29
4128,Av. Taxqueña 284 Int. 13,Lomas de Chapultepec ,Azcapotzalco,Ciudad de México,08400,2025-02-22
4129,Calle Pitágoras 479,Tláhuac,Zinacantepec,Estado de México,54400,2025-02-08
4130,Calle Pino Suárez 815 Int. 19,Morelos,Miguel Hidalgo,Ciudad de México,11000,2024-07-20
4131,Av. Juárez 337,Constitución de 1917,Azcapotzalco,Ciudad de México,05050,2024-11-08
4132,Eje 1 Norte 921,Iztapalapa,Cuautitlán Izcalli,Estado de México,56210,2024-10-03
4133,Calle Correo Mayor 463,cuauhtémoc,Magdalena Contreras,Ciudad de México,09900,2024-11-26
4134,Eje 1 Poniente 422,Milpa Alta,Álvaro Obregón,Ciudad de México,14020,2024-08-18
4135,Calle Donceles 763,Santa Catarina,Miguel Hidalgo,Ciudad de México,10000,2024-10-20
4136,Calle Uruguay 163 Int. 3,Escandón,Naucalpan,Estado de México,5O35O,2024-07-28
4137,Eje 7 Sur 433 Int. 6,Centro,Azcapotzalco,Ciudad de México,11440,2024-11-27
4138,Av. Insurgentes 959,Agrícola Oriental,Ixtapaluca,Estado de México,56239,2024-08-08
4139,Eje 2 Poniente 492,Tlalpan,Miguel Hidalgo,Ciudad de México,14200,2024-10-09
4140,Viaducto Miguel Alemán 887,Churubusco,Benito Juárez,Ciudad de México,14610,2024-09-25
4141,Calz. de Tlalpan 453,Coapa,Venustiano Carranza,Ciudad de México,11560,2024-10-15
4142,Calz. Ermita Iztapalapa 687,Moctezuma,Texcoco,Estado de México,56350,2025-02-21
4143,Periférico Sur 730,Tabacalera,Miguel Hidalgo,Ciudad de México,O62OO,2024-11-22
4144,Av. Canal de Miramontes 517,Tlacopac,Álvaro Obregón,Ciudad  de  México,13360,2024-06-05
4145,Calle Pino Suárez 12,Verónica Anzures,Cuauhtémoc,Ciudad de México,11800,2024-12-14
4146,Av. Juárez 995 Int. 11,San Rafael,Cuauhtémoc,Ciudad de México,04020,2024-12-26
4147,Eje Central 600,Moctezuma,Xochimilco,Ciudad de México,11100,2024-07-09
4148,Calle Uruguay 518,Guerrero,Texcoco,Estado de México,55418,2024-09-08
4149,Calle Tacuba 466,Buenos Aires,Tultitlán,Estado de México ,54360,2024-10-03
4150,Calz. de la Viga 321 Int. 3,Peralvillo,Cuauhtémoc,Ciudad de México,09560,2025-01-15
4151,Calle 16 de Septiembre 194,Tabacalera,Huixquilucan ,Estado de México,50120,2024-12-29
4152,Calle Tacuba 101,Industrial Vallejo,Gustavo A. Madero,Ciudad de México,11200,2024-11-12
4153,Av. Tláhuac 326,Azcapotzalco,Álvaro Obregón,Ciudad de México,06400,2024-12-01
4154,Calle Euler 364,Milpa Alta,Tláhuac,Ciudad de México,14210,2024-08-11
4155,Av. Juárez 475 Int. 5,San Jerónimo,Milpa Alta,Ciudad de México,15430,2024-10-05
4156,Eje 1 Norte 420,San Lorenzo Tezonco,Chalco,Estado de México,50130,2025-01-23
4157,Av. Chapultepec 948 Int. 3,General Anaya,Coyoacan,Ciudad de México,13200,2024-10-11
4158,Calle Bolívar 782,Santa Catarina,Álvaro Obregón,Ciudad de México,14418,2024-09-14
4159,Av. Chapultepec 255,Country Club,Chimalhuacán,Estado de México,56287,2024-10-16
4160,Calle Madero 845,Condesa,Álvaro Obregón,Ciudad  de  México,11820,2024-12-23
4161,Calle Leibniz 638 Int. 17,Anzures,Venustiano Carranza,Ciudad de México,09870,2024-11-05
4162,Calle República de Cuba 256 Int. 6,Tacubaya,Gustavo A. Madero,Ciudad de México,13270,2024-10-17
4163,Av. Tlalpan 308,Clavería,Venustiano Carranza,Ciudad de México,09010,2024-10-29
4164,Calle Moneda 292,SAN RAFAEL,Iztacalco,Ciudad de México,11400,2025-01-11
4165,Av. Universidad 638 Int. 2,Peralvillo,Miguel Hidalgo,Ciudad de México,14060,2024-11-25
4166,Calle Bolívar 928,Portales,Xochimilco,Ciudad de México,14100,2024-06-26
4167,Eje 2 Poniente 375,Lindavista,Tlalnepantla,Estado de México,52240,2024-09-12
4168,Calz. de Tlalpan 851,Polanco,Benito Juárez,Ciudad de México,09910,2024-06-17
4169,Calle Madero 933,Iztapalapa,Tláhuac,Ciudad de México,08700,2024-10-06
4170,Eje Central 226,Guerrero,Atizapán de Zaragoza,Estado de México,53340,2024-12-02
4171,Eje 4 Sur 892,Balbuena,Centro,Guanajuato,34255,2024-08-24
4172,Eje 8 Sur 920 Int. 11,Tepito,Cuautitlán Izcalli,Estado de México,55190,2024-09-28
4173,Av. Tlalpan 854 Int. 14,Condesa,Cuajimalpa,Ciudad de México,06840,2024-09-20
4174,Calle Tacuba 838,San Ángel,Centro,Guanajuato,35990,2024-07-24
4175,Eje Central 215 Int. 9,Coapa,Cuauhtémoc,Ciudad de México,09280,2024-12-18
4176,Eje 7 Sur 650 Int. 19,San Rafael,VENUSTIANO CARRANZA,Ciudad de México,09620,2025-02-16
4177,Periférico Sur 435,Culhuacán,Chimalhuacán,Estado de México,55248,2024-09-23
4178,Periférico Sur 78,Condesa,Gustavo A. Madero,Ciudad de México,01010,2024-08-23
4179,Calle Pitágoras 421,Tlalpan,Benito Juárez,Ciudad de México,09050,2024-11-12
4180,Calle Donceles 655,Irrigación,Tlalpan,Ciudad de México,09730,2024-09-01
4181,Av. Tlalpan 840,Tláhuac,Naucalpan,Estado de México,54264,2024-09-30
4182,Calle Pitágoras 187,Doctores,Atizapán de Zaragoza,Estado de México,55425,2024-07-10
4183,Av. Coyoacán 962 Int. 16,Del Carmen,Álvaro Obregón,Ciudad de México,06010,2024-10-06
4184,Calle Donceles 694,Juárez ,Centro,yucatán,46527,2024-09-14
4185,Av. Insurgentes 246,Churubusco,Miguel  Hidalgo,Ciudad de México,14610,2024-12-06
4186,Eje 6 Sur 940,Verónica Anzures,Venustiano Carranza,Ciudad de México,14430,2025-02-11
4187,Eje 1 Norte 357,Roma Sur,Huixquilucan,Estado de México,56359,2024-07-18
4188,Calle Moneda 620 Int. 8,Roma Sur ,Tlalpan,Ciudad de México,11100,2024-08-27
4189,Calle Isabel la Católica 409 Int. 14,Escandón,Milpa Alta,Ciudad de México,10800,2024-08-06
4190,Periférico Sur 784 Int. 8,Balbuena,Metepec,Estado de México,56225,2024-06-16
4191,Av. Cuauhtémoc 572,Hipódromo,Ixtapaluca,Estado de México,54230,2025-01-23
4192,Av. Coyoacán 491 Int. 20,Del Valle,Álvaro Obregón,Ciudad de México,03400,2024-08-25
4193,Eje 5 Sur 688 Int. 20,Tacubaya,Coyoacán,Ciudad de México,09510,2025-02-23
4194,Eje 5 Sur 974,Magdalena Contreras,Benito Juárez,Ciudad de México,09560,2024-11-05
4195,Calle Pitágoras 309 Int. 18,Agrícola Oriental,Benito Juárez,Ciudad de México,14210,2024-06-20
4196,Av. Hidalgo 377 Int. 5,Pantitlán,Tláhuac,Ciudad de México,15520,2024-11-21
4197,Eje 8 Sur 87 Int. 9,Narvarte,Toluca,Estado de México,54378,2025-01-02
4198,Periférico Sur 78 Int. 6,Iztapalapa,Benito Juárez,Ciudad de México,13200,2024-06-22
4199,Calle Isabel la Católica 282 Int. 4,Obrera,MIGUEL HIDALGO,Ciudad de México,11580,2024-06-19
4200,Av. División del Norte 216 Int. 12,Peralvillo,Venustiano Carranza,Ciudad de México,145OO,2024-07-11
4201,Av. Canal de Miramontes 552 Int. 7,Coapa,Ixtapaluca,Estado de México,50180,2024-12-21
4202,Av. Canal de Miramontes 141 Int. 2,Lomas de Chapultepec,Tláhuac,Ciudad de México,09630,2024-08-24
4203,Calz. de Tlalpan 133,San Jerónimo,Azcapotzalco,Ciudad de México,11200,2025-01-26
4204,Calle Euler 732 Int. 13,Cuauhtémoc,Iztapalapa,Ciudad de México,13050,2024-06-22
4205,Calle Correo Mayor 577 Int. 16,Irrigación,Xochimilco,Ciudad de México,01070,2024-08-01
4206,Eje 8 Sur 546,Roma Sur,Naucalpan,Estado de México,56246,2024-06-19
4207,Eje 4 Sur 294 Int. 14,General Anaya,Ixtapaluca,Estado de México,50080,2024-10-12
4208,Calle Leibniz 477,Santa María la Ribera,Iztacalco,Ciudad de México,13600,2024-11-10
4209,Calle República de Cuba 94,Jardines del Pedregal,Venustiano Carranza,Ciudad de México,09020,2025-02-02
4210,Calle Bolívar 886,Iztapalapa,Coyoacán,Ciudad de México,14735,2024-12-06
4211,Av. Tlalpan 675,Centro,Cuauhtémoc,Ciudad de México,14740,2024-07-06
4212,Calle Donceles 977 Int. 6,Aragón,Álvaro Obregón,Ciudad de México,15820,2025-02-25
4213,Av. División del Norte 391 Int. 19,Pedregal,Benito Juárez,Ciudad de México,09340,2024-09-10
4214,Av. Revolución 706, Coyoacán,Cuajimalpa,Ciudad de México,11850,2025-02-08
4215,Av. Universidad 475 Int. 12,Verónica Anzures,Cuauhtémoc,Ciudad de México,07200,2025-01-22
4216,Av. Chapultepec 175,Florida,Centro,Oaxaca,34313,2024-11-18
4217,Calle Pitágoras 222 Int. 17,Buenos Aires,Álvaro Obregón,Ciudad de México,14270,2025-01-26
4218,Calle Moneda 764 Int. 2,Irrigación,Cuajimalpa,Ciudad de México,09010,2024-09-28
4219,Eje 1 Poniente 313,Churubusco,Álvaro Obregón,Ciudad de México,13278,2024-07-27
4220,Calz. Ignacio Zaragoza 624,Santa Catarina,Tláhuac,Ciudad de México,,2024-08-27
4221,Eje 3 Norte 229,Churubusco,Tultitlán,Estado de México,55260,2024-06-12
4222,Viaducto Miguel Alemán 54,Del Carmen,Gustavo A. Madero,Ciudad de México,15050,2024-12-25
4223,Calle 5 de Mayo 195 Int. 8,Azcapotzalco,Iztacalco,Ciudad de México,14250,2024-11-04
4224,Eje 1 Norte 138 Int. 4,Industrial Vallejo,Coyoacán,Ciudad de México,10800,2024-09-30
4225,Av. Taxqueña 393 Int. 16,Tacubaya,Cuajimalpa,Ciudad de México,15890,2024-12-07
4226,Calz. Ignacio Zaragoza 6 Int. 4,Florida,Tlalpan,Ciudad de México,06840,2024-11-25
4227,Av. Aztecas 430 Int. 17,Coapa,Azcapotzalco,Ciudad de México,13360,2024-06-21
4228,Eje 4 Sur 374,Industrial Vallejo,Cuauhtémoc,Ciudad de México,14420,2024-10-19
4229,Eje 2 Norte 25,Santa Úrsula,Álvaro Obregón,Ciudad de México,07000,2024-12-13
4230,Periférico Norte 761,Del Valle,Tláhuac,Ciudad de México,01040,2025-01-08
4231,Calle Pino Suárez 675 Int. 5,Constitución de 1917,Ecatepec,Estado de México,55010,2024-07-01
4232,Calle Leibniz 558 Int. 15,Centro,Magdalena Contreras,Ciudad de México,11410,2024-06-29
4233,Eje 4 Sur 37 Int. 10,Balbuena,Miguel Hidalgo,Ciudad de México,05020,2025-02-10
4234,Eje 2 Norte 169,Moctezuma,Toluca,Estado de México,55349,2025-01-09
4235,Calle Uruguay 179 Int. 11,General Anaya,Álvaro Obregón,Ciudad de México,10200,2024-12-31
4236,Eje 5 Sur 577 Int. 14,Guerrero,Miguel Hidalgo,Ciudad de México,06140,2024-12-09
4237,Eje 7 Sur 597,Santa Catarina,Álvaro Obregón,Ciudad de México,09240,2024-07-11
4238,Av. División del Norte 714 Int. 11,Iztapalapa,Nezahualcóyotl,Estado de México,53126,2025-01-22
4239,Eje 1 Norte 239 Int. 3,Tepito,Coyoacán,Ciudad de México,04310,2024-06-07
4240,Av. Hidalgo 700,Culhuacán,Centro,Querétaro,35050,2024-07-03
4241,Av. Aztecas 643,Anzures,Milpa Alta,Ciudad de México,06900,2024-09-08
4242,Calle Donceles 283,Pantitlán,Álvaro Obregón,Ciudad de México,,2024-12-22
4243,Circuito Interior 226 Int. 12,Moctezuma,La Paz,Estado de México,54200,2024-12-01
4244,Calle Moneda 944,Roma Norte,Centro,Oaxaca,89742,2024-09-04
4245,Eje 3 Norte 650,Xochimilco,Coyoacán,Ciudad de México,05110,2024-07-13
4246,Calle Donceles 150 Int. 20,Tlacopac, Cuajimalpa,Ciudad de México,09030,2025-01-09
4247,Av. Aztecas 490,Industrial Vallejo,La Paz,Estado de México,5315,2025-02-14
4248,Eje 5 Sur 626 Int. 14,Tlacopac,Cuajimalpa,Ciudad de México,04010,2024-08-18
4249,Av. Revolución 88,Balbuena,Tláhuac,Ciudad de México,009520,2024-09-12
4250,Calz. Ignacio Zaragoza 981 Int. 17,San Jerónimo,Tlalpan,Ciudad de México,13500,2024-06-19
4251,Calle Madero 192,Tacubaya,Iztapalapa,Ciudad de México,153OO,2024-11-10
4252,Av. Chapultepec 709,Balbuena,Iztacalco,Ciudad de México,09240,2024-07-29
4253,Calz. Ermita Iztapalapa 929 Int. 11,Tabacalera,Iztacalco,Ciudad de México,09850,2024-11-30
4254,Calle República de Cuba 20,Escandón,Tláhuac,Ciudad de México,13300,2025-01-29
4255,Calle 16 de Septiembre 427 Int. 13,Churubusco,Xochimilco,Ciudad de México,15100,2024-11-05
4256,Calle Donceles 941,Portales,Ixtapaluca,Estado de México,054290,2024-09-16
4257,Calle República de Cuba 785 Int. 6,Verónica Anzures,Coyoacán,Ciudad de México,13400,2024-09-22
4258,Av. Hidalgo 553,Hipódromo,Álvaro Obregón,Ciudad de México,,2024-12-12
4259,Av. Universidad 522 Int. 3,Culhuacán,Benito Juárez,Ciudad de México,15870,2025-01-20
4260,Circuito Interior 886,Lindavista,Centro,Chiapas,55067,2024-07-11
4261,Av. Canal de Miramontes 940,Morelos,Nezahualcóyotl,Estado de México,50090,2024-06-24
4262,Eje Central 261 Int. 5,Magdalena Contreras,Xochimilco,Ciudad de México,09000,2024-11-28
4263,Calle Madero 799,Portales,Tláhuac,Ciudad de México,002010,2025-01-19
4264,Av. Tláhuac 206,Morelos,milpa alta,Ciudad de México,16035,2024-12-21
4265,Calz. de la Viga 863,Churubusco,Milpa Alta,Ciudad de México,,2024-07-11
4266,Av. Canal de Miramontes 942 Int. 13,Morelos,Cuauhtémoc,Ciudad de México,01050,2024-06-19
4267,Eje 1 Norte 159,Verónica Anzures,Tlalnepantla,Estado de México,53200,2024-07-03
4268,Calz. Ignacio Zaragoza 861,Centro,Milpa Alta,Ciudad de México,14735,2024-08-22
4269,Av. Canal de Miramontes 241 Int. 9,milpa alta,texcoco,Estado de México,52159,2024-10-30
4270,Calle Donceles 797,Clavería,Iztapalapa,ciudad de méxico,09830,2025-02-13
4271,Av. Taxqueña 629,Azcapotzalco,Tláhuac,Ciudad de México,03023,2024-11-29
